ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
FALD,small_airport,Londolozi Airport,"31.47570037841797, -24.750200271606445",1300,AF,ZA,ZA-NP,Londolozi,FALD,LDZ,
FALE,large_airport,King Shaka International Airport,"31.1197222222, -29.6144444444",295,AF,ZA,ZA-NL,Durban,FALE,DUR,
FALF,small_airport,Loeriesfontein Airport,"19.42530059814453, -30.906400680541992",2997,AF,ZA,ZA-NC,Loeriesfontein,FALF,,
FALH,small_airport,Lohathla Military Airport,"23.09869956970215, -28.036800384521484",4500,AF,ZA,ZA-NC,Lohathla,FALH,,
FALI,small_airport,Lichtenburg Airport,"26.184600830078125, -26.17569923400879",4875,AF,ZA,ZA-NW,Lichtenburg,FALI,,
FALK,small_airport,Lusikisiki Airport,"29.58329963684082, -31.36669921875",1831,AF,ZA,ZA-EC,Lusikisiki,FALK,LUJ,
FALL,small_airport,Lydenburg Airport,"30.414199829101562, -25.103300094604492",4882,AF,ZA,ZA-MP,Lydenburg,FALL,,
FALM,small_airport,Makhado Air Force Base Airport,"29.696500778198242, -23.159900665283203",3069,AF,ZA,ZA-NP,Louis Trichardt Southwest,FALM,,
FALO,small_airport,Louis Trichardt Airport,"29.864700317382812, -23.061899185180664",3025,AF,ZA,ZA-NP,Louis Trichardt,FALO,LCD,
FALQ,small_airport,El Mirador Airport,"29.47972297668457, -28.98611068725586",3897,AF,ZA,ZA-NL,Ardmore,FALQ,,
FALR,small_airport,Steytlerville Airport,"24.321399688720703, -33.33700180053711",1450,AF,ZA,ZA-EC,Steytlerville,FALR,,
FALS,small_airport,Somersveld Airport,"18.479997634887695, -33.2462272644043",196,AF,ZA,ZA-WC,Somersveld,FALS,,
FALW,medium_airport,Langebaanweg Airport,"18.1602993011, -32.968898773199996",108,AF,ZA,ZA-WC,Langebaanweg,FALW,SDB,
FALY,medium_airport,Ladysmith Airport,"29.749700546299998, -28.5816993713",3548,AF,ZA,ZA-NL,Ladysmith,FALY,LAY,
FAMA,small_airport,Matatiele Airport,"28.794200897216797, -30.322200775146484",4762,AF,ZA,ZA-NL,Matatiele,FAMA,,
FAMB,small_airport,Middelburg Airport,"29.440200805664062, -25.684799194335938",4886,AF,ZA,ZA-MP,Middelburg,FAMB,,
FAMC,small_airport,Middelburg 2 Airport,"25.029399871826172, -31.547199249267578",4022,AF,ZA,ZA-EC,Cape Town,FAMC,,
FAMD,medium_airport,Malamala Airport,"31.544599533081055, -24.818099975585938",1124,AF,ZA,ZA-NP,Malamala,FAMD,AAM,
FAMF,small_airport,Malabar Airport,"23.847400665283203, -29.011899948120117",3348,AF,ZA,ZA-NC,Malabar,FAMF,,
FAMG,medium_airport,Margate Airport,"30.343000412, -30.8574008942",495,AF,ZA,ZA-NL,Margate,FAMG,MGH,
FAMH,small_airport,Musina(Messina) Airport,"29.9862003326, -22.356000900299996",1904,AF,ZA,ZA-NP,Musina,FAMH,MEZ,
FAMI,small_airport,Marble Hall Airport,"29.283100128173828, -24.989099502563477",2980,AF,ZA,ZA-MP,Marble Hall,FAMI,,
FAMJ,small_airport,Majuba Power Station Airport,"29.7784996033, -27.079299926799997",5600,AF,ZA,ZA-MP,Amerspoort,FAMJ,,
FAMK,small_airport,Mafeking Airport,"25.616666793823242, -25.816667556762695",4201,AF,ZA,ZA-NW,Mafeking,FAMK,,
FAML,small_airport,Manyani Game Lodge Airport,"25.716699600219727, -25.816699981689453",4383,AF,ZA,ZA-NW,Mafeking,FAML,,
FAMM,medium_airport,Mmabatho International Airport,"25.548000335699996, -25.798400878900004",4181,AF,ZA,ZA-NW,Mafeking,FAMM,MBD,
FAMN,medium_airport,Riverside Airport,"31.5767002106, -25.4300003052",1024,AF,ZA,ZA-MP,Malelane,FAMN,LLE,
FAMO,small_airport,Mossel Bay Airport,"22.058599, -34.158298",531,AF,ZA,ZA-WC,Mossel Bay,FAMO,MZY,
FAMP,small_airport,Madimbo Airport,"30.88159942626953, -22.37470054626465",2116,AF,ZA,ZA-NP,Matshakatini,FAMP,,
FAMQ,small_airport,Maclear Airport,"28.376399993896484, -31.08329963684082",4106,AF,ZA,ZA-EC,Maclear,FAMQ,,
FAMS,medium_airport,Morningside Farm Airport,"26.9090003967, -25.7045001984",4251,AF,ZA,ZA-NW,Silveroaks,FAMS,,
FAMT,small_airport,Molteno Airport,"26.348400115966797, -31.38960075378418",5254,AF,ZA,ZA-EC,Molteno,FAMT,,
FAMU,medium_airport,Mkuze Airport,"32.0443000793457, -27.626100540161133",400,AF,ZA,ZA-NL,Mkuze,FAMU,MZQ,
FAMV,small_airport,Montrose Airport,"30.186111450195312, -24.625",2690,AF,ZA,ZA-NP,Montrose,FAMV,,
FAMX,small_airport,Mbazwana Airport,"32.59389877319336, -27.481399536132812",195,AF,ZA,ZA-NL,Mbazwana,FAMX,,
FAMY,small_airport,Malmesbury Airport,"18.7007999420166, -33.46189880371094",971,AF,ZA,ZA-WC,Mammesbury,FAMY,,
FAMZ,small_airport,Msauli Airport,"31.017000198364258, -26.049999237060547",2548,AF,ZA,ZA-MP,Msauli,FAMZ,,
FANA,small_airport,Nongoma Airport,"31.656200408935547, -27.913999557495117",2596,AF,ZA,ZA-NL,Nongoma,FANA,,
FANC,medium_airport,Newcastle Airport,"29.976900100699996, -27.7705993652",4074,AF,ZA,ZA-NL,Newcastle,FANC,NCS,
FANG,small_airport,Ngala Airport,"31.3257999420166, -24.387800216674805",3357,AF,ZA,ZA-NP,Ngala,FANG,NGL,
FANH,small_airport,New Hanover Airport,"30.518400192260742, -29.356000900268555",2490,AF,ZA,ZA-NL,New Hanover,FANH,,
FANL,small_airport,New Largo Airport,"28.984399795532227, -25.978500366210938",5038,AF,ZA,ZA-MP,Witbank,FANL,,
FANS,small_airport,Nelspruit Airport,"30.9137992859, -25.5",2875,AF,ZA,ZA-MP,Nelspruit,FANS,NLP,
FANV,small_airport,Nieuwoudtville Airfield,"19.116666793823242, -31.350000381469727",1890,AF,ZA,ZA-NC,Nieuwoudtville,FANV,,
FANY,small_airport,Nylstroom Airfield,"28.434900283813477, -24.686100006103516",3900,AF,ZA,ZA-NP,Modimolle,FANY,,
FAOB,small_airport,Overberg Airport,"20.250699996900003, -34.554901123",52,AF,ZA,ZA-WC,Overberg,FAOB,OVG,
FAOD,small_airport,Odendaalsrus Airport,"26.69339942932129, -27.871000289916992",1340,AF,ZA,ZA-FS,Odendaalsrus,FAOD,,
FAOF,small_airport,Jack Duvenhage Airport,"22.71660041809082, -27.961700439453125",4216,AF,ZA,ZA-NC,Olifantshoek,FAOF,,
FAOH,medium_airport,Oudtshoorn Airport,"22.188999176, -33.6069984436",1063,AF,ZA,ZA-WC,Oudtshoorn,FAOH,OUH,FAOH
FAOI,small_airport,Orient Glider Airport,"27.595600128173828, -26.039400100708008",5102,AF,ZA,ZA-GT,Orient,FAOI,,
FAOL,small_airport,Othawa Airport,"31.399999618530273, -24.732999801635742",1098,AF,ZA,ZA-NP,Otthawa,FAOL,,
FAON,small_airport,Ornate Lake - St Lucia Airport,"32.425399780273, -28.044900894165",128,AF,ZA,ZA-NL,Hluhluwe,FAON,,
FAOR,small_airport,Olifants River Bridge Landing Strip Airport,"29.783001, -24.267",2420,AF,ZA,ZA-NP,Olifants River Bridge,,,
FAOT,small_airport,Ottosdal Airport,"26.00029945373535, -26.79829978942871",4860,AF,ZA,ZA-NW,Ottosdal,FAOT,,
FAOY,small_airport,Orkney Airport,"26.651399612426758, -26.98390007019043",4265,AF,ZA,ZA-NW,Orkney,FAOY,,
FAPA,small_airport,Port Alfred Airport,"26.877700805699998, -33.5541992188",275,AF,ZA,ZA-EC,Port Alfred,FAPA,AFD,
FAPC,small_airport,Prince Albert Airport,"22.03219985961914, -33.20249938964844",2001,AF,ZA,ZA-WC,Prince Albert,FAPC,,
FAPD,small_airport,Pofadder Airport,"19.41309928894043, -29.141700744628906",3241,AF,ZA,ZA-NC,Pofadder,FAPD,,
FAPE,medium_airport,Port Elizabeth Airport,"25.6173000336, -33.9849014282",226,AF,ZA,ZA-EC,Port Elizabeth,FAPE,PLZ,
FAPF,small_airport,Piet Retief Airport,"30.840799331699998, -26.9969005585",4423,AF,ZA,ZA-MP,Piet Retief,FAPF,,
FAPG,medium_airport,Plettenberg Bay Airport,"23.3287234306, -34.0881601675",465,AF,ZA,ZA-WC,Plettenberg Bay,FAPG,PBZ,
FAPH,medium_airport,Hendrik Van Eck Airport,"31.1553993225, -23.937200546299998",1432,AF,ZA,ZA-NP,Phalaborwa,FAPH,PHW,
FAPI,medium_airport,Pietersburg Municipal Airport,"29.4843997955, -23.9260997772",4354,AF,ZA,ZA-NP,Polokwane,FAPI,,
FAPJ,medium_airport,Port St Johns Airport,"29.519800186157227, -31.605899810791016",1227,AF,ZA,ZA-EC,Port St Johns,FAPJ,JOH,
FAPK,small_airport,Prieska Airport,"22.770599365234375, -29.6835994720459",3100,AF,ZA,ZA-NC,Prieska,FAPK,PRK,
FAPL,small_airport,Pongola Airport,"31.6067008972, -27.3621997833",942,AF,ZA,ZA-MP,Pongola,FAPL,,
FAPM,medium_airport,Pietermaritzburg Airport,"30.3987007141, -29.649000167799997",2423,AF,ZA,ZA-NL,Pietermaritzburg,FAPM,PZB,
FAPN,small_airport,Pilanesberg International Airport,"27.173400878900004, -25.333799362199997",3412,AF,ZA,ZA-NW,Pilanesberg,FAPN,NTY,
FAPO,small_airport,Pilgrims Rest Airport,"30.792200088500977, -24.784700393676758",3802,AF,ZA,ZA-NP,Mankolehlotlo,FAPO,,
FAPP,medium_airport,Polokwane International Airport,"29.458615, -23.845269",4076,AF,ZA,ZA-NP,Polokwane,FAPP,PTG,
FAPQ,small_airport,Punda Maria(Malia) Airport,"31.0108, -22.77",1500,AF,ZA,ZA-NP,Kruger National Park,FAPQ,,
FAPS,medium_airport,Potchefstroom Airport,"27.0818996429, -26.670999527",4520,AF,ZA,ZA-NW,Potchefstroom,FAPS,PCF,
FAPT,small_airport,Posmasburg Soil Airport,"23.079700469970703, -28.338600158691406",4301,AF,ZA,ZA-NC,Postmasburg,FAPT,,
FAPU,small_airport,Paarl East Airport,"19.024388888900003, -33.710766666699996",596,AF,ZA,ZA-WC,Paarl,FAPU,,
FAPV,small_airport,Petrusville Airport,"24.67959976196289, -30.08180046081543",4116,AF,ZA,ZA-NC,Petrusville,FAPV,,
FAPW,small_airport,Pietersrus Airport,"29.329200744628906, -26.60610008239746",5472,AF,ZA,ZA-MP,Pietersrus,FAPW,,
FAPX,small_airport,Paradise Beach Airport,"24.88277816772461, -34.102779388427734",15,AF,ZA,ZA-EC,Jeffreysbaal,FAPX,,
FAPY,small_airport,Parys Airport,"27.503400802612305, -26.889299392700195",4740,AF,ZA,ZA-FS,Parys,FAPY,,
FAPZ,small_airport,Progress Airport,"25.3700008392334, -33.93000030517578",748,AF,ZA,ZA-EC,Sunlands,FAPZ,,
FAQF,small_airport,Pomfret Airport,"23.537300109900002, -25.847700119",3817,AF,ZA,ZA-NW,Pomfret,FAQF,,
FAQR,closed,Potgietersrus Airport,"28.983334, -24.233334",3500,AF,ZA,ZA-NP,Potgietersus,FAQR,,
FAQT,medium_airport,Queenstown Airport,"26.882200241088867, -31.92020034790039",3637,AF,ZA,ZA-EC,Queenstown,FAQT,UTW,
FARA,small_airport,Petit Airport,"28.390386581399998, -26.0845963451",5460,AF,ZA,ZA-GT,Daveyton,FARA,,
FARB,medium_airport,Richards Bay Airport,"32.0920982361, -28.740999221800003",109,AF,ZA,ZA-NL,Richards Bay,FARB,RCB,
FARD,small_airport,Riversdale Airport,"21.262800216674805, -34.111698150634766",591,AF,ZA,ZA-WC,Riversdale,FARD,,
FARG,medium_airport,Rustenburg Airport,"27.271099090599996, -25.6443004608",3700,AF,ZA,ZA-NW,Rustenburg,FARG,,
FARI,small_airport,Reivilo Airport,"24.172500610351562, -27.547199249267578",4715,AF,ZA,ZA-NW,Reivilo,FARI,RVO,
FARM,small_airport,Richmond Airport,"23.978200912475586, -31.423500061035156",4731,AF,ZA,ZA-NC,Richmond,FARM,,
FARO,small_airport,Rooiberg Airport,"27.7523361111, -24.7777888889",3811,AF,ZA,ZA-NP,Rooiberg,FARO,,
FARS,medium_airport,Robertson Airport,"19.902799606323242, -33.812198638916016",640,AF,ZA,ZA-WC,Robertson,FARS,ROD,
FARZ,small_airport,Reitz Airport,"28.430299758911133, -22.78420066833496",5331,AF,ZA,ZA-NP,Maasstroom,FARZ,,
FASA,small_airport,Sani Pass Airport,"29.44770050048828, -29.65719985961914",5933,AF,ZA,ZA-NL,Sani Pass,FASA,,
FASB,medium_airport,Springbok Airport,"17.939599990844727, -29.689300537109375",2690,AF,ZA,ZA-NC,Springbok,FASB,SBU,
FASC,medium_airport,Secunda Airport,"29.170099258399997, -26.52409935",5250,AF,ZA,ZA-MP,Secunda,FASC,ZEC,
FASD,medium_airport,Saldanha /Vredenburg Airport,"17.9692993164, -32.964099884",50,AF,ZA,ZA-WC,Saldanha-Vredenburg,FASD,,
FASE,small_airport,Sabi Sabi Airport,"31.4488477707, -24.947375434199998",1276,AF,ZA,ZA-MP,Belfast,FASE,GSS,
FASG,small_airport,Schweizer Reneke Airport,"25.286100387573242, -27.16309928894043",4373,AF,ZA,ZA-NW,Schweizer Reneke,FASG,,
FASH,small_airport,Stellenbosch Airport,"18.819999694800003, -33.9799995422",295,AF,ZA,ZA-WC,Stellenbosch,FASH,,
FASI,small_airport,Springs Airfield,"28.3982715607, -26.2494004736",5340,AF,ZA,ZA-GT,Del Fouche,FASI,,
FASJ,small_airport,Saffier Airport,"27.760000228881836, -26.760000228881836",4700,AF,ZA,ZA-GT,Saffier,FASJ,,
FASK,small_airport,Swartkop Air Force Base,"28.164600372299997, -25.8097000122",4780,AF,ZA,ZA-GT,Pretoria,FASK,,
FASL,small_airport,Sutherland Airport,"20.697099685668945, -32.48820114135742",5247,AF,ZA,ZA-NC,Sutherland,FASL,,
FASM,small_airport,Siteka Airport,"30.149200439453125, -29.325000762939453",4400,AF,ZA,ZA-NL,Siteka,FASM,,
FASN,small_airport,Senekal Airport,"27.646099090576172, -28.31220054626465",4849,AF,ZA,ZA-FS,Senekal,FASN,,
FASR,small_airport,Standerton Airport,"29.209999084472656, -26.927000045776367",5200,AF,ZA,ZA-MP,Standerton,FASR,,
FASS,medium_airport,Sishen Airport,"22.9993000031, -27.6485996246",3848,AF,ZA,ZA-NC,Sishen,FASS,SIS,
FAST,small_airport,Somerset East Airport,"25.594999313354492, -32.75019836425781",2349,AF,ZA,ZA-EC,Somerset East,FAST,,
FASU,small_airport,Sace Airport,"29.211700439453125, -25.956899642944336",5151,AF,ZA,ZA-MP,Sace,FASU,,
FASW,small_airport,Slurry Airport,"25.88640022277832, -25.81559944152832",4692,AF,ZA,ZA-NW,Slurry,FASW,,
FASX,small_airport,Hendrik Swellengrebel Airport,"20.474599838256836, -34.04819869995117",407,AF,ZA,ZA-WC,Swellendam,FASX,,
FASY,small_airport,Syferfontein Airport,"27.779399871826172, -26.349199295043945",5420,AF,ZA,ZA-GT,Hiltonia,FASY,,
FASZ,medium_airport,Skukuza Airport,"31.5886993408, -24.960899353",1020,AF,ZA,ZA-MP,Skukuza,FASZ,SZK,
FATA,small_airport,Tedderfield Air Park,"27.9681630135, -26.352037738499998",5198,AF,ZA,ZA-GT,Tedderfield,FATA,,
FATB,small_airport,Thorny Bush Game Lodge Airport,"31.165000915527344, -24.414722442626953",1900,AF,ZA,ZA-NP,Hoedspruit,FATB,,
FATF,small_airport,Tommys Field Airport,"22.993200302124023, -28.260000228881836",4360,AF,ZA,ZA-NC,Beeshoek,FATF,,
FATH,small_airport,Thohoyandou Airport,"30.38360023498535, -23.076900482177734",2021,AF,ZA,ZA-NP,Thohoyandou,FATH,THY,
FATI,small_airport,Thabazimbi Airport,"27.4196863174, -24.5760850299",3225,AF,ZA,ZA-NP,Thabazimbi,FATI,,
FATK,small_airport,Tsitsikama Fly Airport,"24.28969955444336, -34.08470153808594",381,AF,ZA,ZA-EC,Tsitsikama,FATK,,
FATM,small_airport,Stutterheim Airport,"27.450000762939453, -32.56666564941406",2675,AF,ZA,ZA-EC,Stutterheim,FATM,,
FATN,small_airport,Thaba Nchu Tar Airport,"26.822799682617188, -29.317800521850586",4941,AF,ZA,ZA-FS,Homeward,FATN,TCU,
FATP,small_airport,New Tempe Airport,"26.15760040283203, -29.032899856567383",4547,AF,ZA,ZA-FS,Bain's Vlei,FATP,,
FATR,small_airport,Trennery's Airport,"28.424299240112305, -32.63859939575195",114,AF,ZA,ZA-EC,Qolora,FATR,,
FATT,small_airport,Tutuka Power Station Airport,"29.3388004303, -26.776599884",5313,AF,ZA,ZA-MP,Standerton,FATT,,
FATW,small_airport,Witberg Tswalu Airport,"22.48189926147461, -27.204999923706055",3921,AF,ZA,ZA-NC,Tswalo Game Reserve,FATW,,
FATZ,medium_airport,Tzaneen Airport,"30.329299926799997, -23.8243999481",1914,AF,ZA,ZA-NP,Tzaneen,FATZ,LTA,
FAUB,small_airport,Underberg Airport,"29.498300552368164, -29.788400650024414",5057,AF,ZA,ZA-NL,Underberg,FAUB,,
FAUC,small_airport,Ulco Airport,"24.22909927368164, -28.35449981689453",3512,AF,ZA,ZA-NC,Ulco,FAUC,,
FAUG,small_airport,Ugie Airport,"28.209999084472656, -31.219999313354492",4580,AF,ZA,ZA-EC,Ugie,FAUG,,
FAUH,small_airport,Uitenhage Airport,"25.38330078125, -33.785301208496094",289,AF,ZA,ZA-EC,Uitenhage,FAUH,,
FAUL,medium_airport,Prince Mangosuthu Buthelezi Airport,"31.4165000916, -28.3206005096",1720,AF,ZA,ZA-NL,Ulundi,FAUL,ULD,
FAUP,medium_airport,Pierre Van Ryneveld Airport,"21.260200500499998, -28.39909935",2782,AF,ZA,ZA-NC,Upington,FAUP,UTN,
FAUR,small_airport,Utrecht Airport,"30.31679916381836, -27.680500030517578",4101,AF,ZA,ZA-NL,Utrecht,FAUR,,
FAUT,medium_airport,K. D. Matanzima Airport,"28.6733551025, -31.546363184900002",2400,AF,ZA,ZA-EC,Mthatha,FAUT,UTT,
FAVA,small_airport,Vaalputs Airport,"18.52669906616211, -30.134199142456055",3340,AF,ZA,ZA-NC,Vaalputs,FAVA,,
FAVB,medium_airport,Vryburg Airport,"24.7287998199, -26.9824008942",3920,AF,ZA,ZA-NW,Vyrburg,FAVB,VRU,
FAVD,small_airport,Vrede Airport,"29.153099060058594, -27.44029998779297",5499,AF,ZA,ZA-FS,Vrede,FAVD,,
FAVE,small_airport,Ventersdorp Airport,"26.814199447631836, -26.300899505615234",4917,AF,ZA,ZA-NW,Ventersdorp,FAVE,,
FAVF,small_airport,Verborgenfontei Airport,"23.80940055847168, -31.165800094604492",4360,AF,ZA,ZA-NC,Verborgenfontein,FAVF,,
FAVG,medium_airport,Virginia Airport,"31.058399200439453, -29.770599365234375",20,AF,ZA,ZA-NL,Durban,FAVG,VIR,
FAVI,small_airport,Von Abo's Villa Airport,"26.683500289916992, -27.610599517822266",4304,AF,ZA,ZA-FS,Von Abo's Villa,FAVI,,
FAVM,small_airport,Venetia Airport,"29.337699890099998, -22.4480991364",2333,AF,ZA,ZA-NP,Venetia Mine,FAVM,,
FAVP,small_airport,Vanderbijlpark Airport,"27.777099609375, -26.69029998779297",4861,AF,ZA,ZA-GT,Vanderbijlpark,FAVP,,
FAVR,medium_airport,Vredendal Airport,"18.5447998046875, -31.641000747680664",330,AF,ZA,ZA-WC,Vredendal,FAVR,VRE,
FAVS,small_airport,Vastrap Airport,"21.634166717529297, -27.841388702392578",3245,AF,ZA,ZA-NC,Upington,FAVS,,
FAVU,small_airport,Volksrust Airport,"29.860000610351562, -27.37689971923828",5610,AF,ZA,ZA-MP,Volksrust,FAVU,,
FAVV,medium_airport,Vereeniging Airport,"27.9608001709, -26.566400528",4846,AF,ZA,ZA-GT,Vereeniging,FAVV,,
FAVW,small_airport,Victoria West Airport,"23.156400680541992, -31.39940071105957",4124,AF,ZA,ZA-NC,Victoria West,FAVW,,
FAVY,small_airport,Vryheid Airport,"30.79640007019043, -27.78689956665039",3799,AF,ZA,ZA-NL,Vryheid,FAVY,VYD,
FAWA,small_airport,Warmbaths Airport,"28.299999237060547, -24.90999984741211",3655,AF,ZA,ZA-NP,Warmbaths,FAWA,,
FAWB,medium_airport,Wonderboom Airport,"28.224199, -25.6539",4095,AF,ZA,ZA-GT,Pretoria,FAWB,PRY,
FAWC,small_airport,Worcester Glider Airport,"19.415300369262695, -33.66310119628906",673,AF,ZA,ZA-WC,Worcester,FAWC,,
FAWD,small_airport,Wolmeransstad Airport,"25.979999542236328, -27.170000076293945",4513,AF,ZA,ZA-NW,Wolmeransstad,FAWD,,
FAWI,small_airport,Witbank Airport,"29.1919994354, -25.832300186199998",5078,AF,ZA,ZA-MP,Witbank,FAWI,,
FAWK,medium_airport,Waterkloof Air Force Base,"28.222499847399998, -25.829999923699997",4940,AF,ZA,ZA-GT,Pretoria,FAWK,WKF,
FAWL,small_airport,Williston Airport,"20.93280029296875, -31.38360023498535",3484,AF,ZA,ZA-NC,Williston,FAWL,,
FAWM,small_airport,Welkom Airport,"26.663333892799997, -27.996824511099998",4421,AF,ZA,ZA-FS,Welkom,FAWM,,
FAWN,small_airport,Winburg Airport,"27.016666412353516, -28.5",4800,AF,ZA,ZA-FS,Winburg,FAWN,,
FAWO,small_airport,Willowmore Airport,"23.4906005859375, -33.263301849365234",2608,AF,ZA,ZA-EC,Willowmore,FAWO,,
FAWP,small_airport,Wepener Airport,"27.022600173950195, -29.742399215698242",4755,AF,ZA,ZA-FS,Wepener,FAWP,,
FAWR,small_airport,Wavecrest Airport,"28.51919937133789, -32.589698791503906",89,AF,ZA,ZA-EC,Wavecrest,FAWR,,
FAWS,small_airport,Wesselbronn Af Airport,"26.35059928894043, -27.84670066833496",4301,AF,ZA,ZA-FS,Wesselsbron,FAWS,,
FAWT,small_airport,Cape Blue Mine Airport,"22.28333282470703, -29.33333396911621",3050,AF,ZA,ZA-NC,Westerberg,FAWT,,
FAYP,medium_airport,Ysterplaat Air Force Base,"18.498300552368164, -33.90019989013672",52,AF,ZA,ZA-WC,Cape Town,FAYP,,
FAZA,small_airport,Zastron Airport,"27.117000579833984, -30.299999237060547",4265,AF,ZA,ZA-FS,Zastron,FAZA,,
FAZP,small_airport,Mazeppa Bay Airport,"28.652799606323242, -32.471900939941406",13,AF,ZA,ZA-EC,Mazeppa Bay,FAZP,,
FAZQ,small_airport,Star Airport,"27.690000534057617, -26.89310073852539",4754,AF,ZA,ZA-FS,Star,FAZQ,,
FAZR,small_airport,Zeerust Airport,"26.042299270629883, -25.599000930786133",4258,AF,ZA,ZA-NW,Zeerust,FAZR,,
FBAB,small_airport,Abu Airport,"22.5526, -19.4159",3170,AF,BW,BW-NW,Abu's Camp,FBAB,,
FBBP,small_airport,Bottle Pan Airport,"25.2458, -18.7704",3395,AF,BW,BW-NW,Bottle Pan,FBBP,,
FBBS,small_airport,Bokspits Airport,"20.6921, -26.8881",2815,AF,BW,BW-KG,Bokspits,FBBS,,
FBCH,small_airport,Chobe Airport,"23.659027, -18.53402",3113,AF,BW,BW-NW,,FBCH,,
FBCM,small_airport,Cement Airport,"22.591, -19.541",3155,AF,BW,BW-NW,Cement,FBCM,,
FBCO,small_airport,Camp Okavango Airport,"23.102505, -19.131115",3158,AF,BW,BW-NW,Camp Okavango,FBCO,,
FBDT,small_airport,Delta Camp Airport,"23.0925, -19.5323",3140,AF,BW,BW-NW,Delta Camp,FBDT,,
FBDV,small_airport,Deception Valley Airport,"23.6576, -20.9866",3185,AF,BW,BW-NW,Deception Valley Lodge,FBDV,,
FBFT,medium_airport,Francistown Airport,"27.47450065612793, -21.15959930419922",3283,AF,BW,BW-NE,Francistown,FBFT,FRW,
FBGD,small_airport,Gudigwa Airport,"22.915932, -18.61649",3165,AF,BW,BW-NW,Gudigwa,FBGD,,
FBGH,small_airport,Goodhope Airport,"25.4092, -25.4329",4250,AF,BW,BW-SO,Goodhope,FBGH,,
FBGM,small_airport,Gumare Airport,"22.1544, -19.338",3177,AF,BW,BW-NW,Gumare,FBGM,,
FBGP,small_airport,Gope Airport,"24.7536, -22.6523",3340,AF,BW,BW-GH,Gope,FBGP,,
FBGS,small_airport,Grassland Airport,"22.362657, -21.7255",3495,AF,BW,BW-GH,Grassland Lodge,FBGS,,
FBGU,small_airport,Guma Airport,"22.367073, -18.953997",3220,AF,BW,BW-NW,Guma,FBGU,,
FBGW,small_airport,Gweta Airport,"25.2187, -20.1987",3050,AF,BW,BW-CE,Gweta,FBGW,,
FBGY,small_airport,Grundy's Airport,"27.694864, -21.40437",3055,AF,BW,BW-NE,Grundy's Lodge,FBGY,,
FBGZ,small_airport,Ghanzi Airport,"21.658100128173828, -21.6924991607666",3730,AF,BW,BW-GH,Ghanzi,FBGZ,GNZ,
FBHU,small_airport,Hunda Airport,"22.475646, -19.2765",3195,AF,BW,BW-NW,Tubu Tree Camp,FBHU,,
FBHV,small_airport,Haina Ventures Airport,"23.669184, -20.9524",3185,AF,BW,BW-NW,Haina Kalahari Lodge,FBHV,,
FBJA,small_airport,Jao Airport,"22.5951, -19.3163",3175,AF,BW,BW-NW,Jao Camp,FBJA,,
FBJC,small_airport,Tsigaro Airport,"25.1507, -20.4563",3000,AF,BW,BW-CE,Jack's Camp,FBJC,,
FBJW,medium_airport,Jwaneng Airport,"24.69099998474121, -24.6023006439209",3900,AF,BW,BW-SO,,FBJW,JWA,
FBKA,small_airport,Kaa Airport,"20.635671, -24.330635",3645,AF,BW,BW-KG,Kaa,FBKA,,
FBKD,small_airport,Kwando - Lagoon Airport,"23.387197, -18.209087",3150,AF,BW,BW-NW,Lagoon Camp,FBKD,,
FBKE,medium_airport,Kasane Airport,"25.162399291992188, -17.83289909362793",3289,AF,BW,BW-NW,Kasane,FBKE,BBK,
FBKG,small_airport,Kang Airport,"22.816699981689453, -23.683300018310547",3520,AF,BW,BW-KG,,FBKG,,
FBKI,small_airport,Kiri Airport,"23.042473, -19.616197",3135,AF,BW,BW-NW,Kiri Camp,FBKI,,
FBKK,small_airport,Kanana Airport,"22.875575, -19.5688",3140,AF,BW,BW-NW,Kanana Camp,FBKK,,
FBKP,small_airport,Kings Pool Airport,"23.688716, -18.441959",3100,AF,BW,BW-NW,Kings Pool,FBKP,,
FBKR,small_airport,Khwai River Lodge Airport,"23.783000946044922, -19.149999618530273",3000,AF,BW,BW-NW,Khwai River Lodge,FBKR,KHW,
FBKW,small_airport,Kwando - Lebala Airport,"23.530495, -18.360992",3125,AF,BW,BW-NW,Lebala Camp,FBKW,,
FBKY,small_airport,Kanye Airport,"25.316699981689453, -25.049999237060547",4199,AF,BW,BW-SO,Kanye,FBKY,,
FBLL,small_airport,Limpopo-Lipadi Airport,"28.492105, -22.55153",2460,AF,BW,BW-CE,Limpopo-Lipadi,FBLL,,
FBLO,small_airport,Lobatse Airport,"25.7139, -25.1981",3823,AF,BW,BW-SE,Lobatse,FBLO,LOQ,
FBMG,small_airport,Machaneng Airport,"27.466999053955078, -23.183000564575195",2900,AF,BW,BW-CE,Machaneng,FBMG,,
FBML,closed,Molepolole Airport,"25.498611111, -24.389444444",3790,AF,BW,BW-KW,Molepolole,FBML,,
FBMM,small_airport,Makalamabedi Airport,"23.882999420166016, -20.33300018310547",3100,AF,BW,BW-CE,Makalamabedi,FBMM,,
FBMN,medium_airport,Maun Airport,"23.431100845336914, -19.97260093688965",3093,AF,BW,BW-NW,Maun,FBMN,MUB,
FBMU,small_airport,Mamuno Airport,"20.031092, -22.268095",4155,AF,BW,BW-GH,Mamuno,FBMU,,
